Nummer;Klas;Tekstnaam;Veld;Code;Veldnummer;Verbandnummer;Dataset
3814;A2B;Metro;een rif;g;3;3;Veni
3815;A2B;Metro;werd er een kunstmatig rif aangemaakt;g;3;3;Veni
3823;A2B;Metro;wordt een kunstrif gemaakt;g;3;3;Veni
4004;v4hg;Metro;kwam er een kunstmatig rif;g;3;3;Veni
4012;v4hg;Metro;ontond een rif;g;3;3;Veni
4017;v4hg;Metro;werd een nieuw rif ontdekt;g;3;3;Veni
4105;h4b;Metro;hebben ze kunstmatig rif aangelegd;g;3;3;Veni
4107;h4b;Metro;kunstmatig rif;g;3;3;Veni
4113;h4b;Metro;kunstmatig rif aangelegd;g;3;3;Veni
4117;h4b;Metro;er onstaat een kunstmatig rif;g;3;3;Veni
4209;A2B;Metro;groeit er rif;g;3;3;Veni
4223;A2B;Metro;er is een kunstmatig zeerif aangebouwd;g;3;3;Veni
4229;A2B;Metro;kunstmatig rif;g;3;3;Veni
4304;havo4;Metro;kunstmatig rif aangelegd;g;3;3;Veni
4305;havo4;Metro;is er een kunstmatig rif ontstaan;g;3;3;Veni
4307;havo4;Metro;kunstmatig rif;g;3;3;Veni
4310;havo4;Metro;ontstaat kunstmatig rif;g;3;3;Veni
4317;havo4;Metro;meer kunstmatig aangelegd rif;g;3;3;Veni
4405;2V2A;Metro;kunstmatig rif aangelegd;g;3;3;Veni
4414;2V2A;Metro;groeien koraalriffen;g;3;3;Veni
4701;V2BGS;Metro;is er een kunstmatig rif gekomen;g;3;3;Veni
4719;V2BGS;Metro;word er een kunstmatig rif aangelegd;g;3;3;Veni
4806;p2vb;Metro;krijg je een nieuw kunstmatig rif;g;3;3;Veni
4819;p2vb;Metro;kunstmatig rif aangelegd;g;3;3;Veni
4822;p2vb;Metro;een kunstmatig rif;g;3;3;Veni
5102;A4;Metro;ontstaan van een kunstmatig rif;g;3;3;Veni
5103;A4;Metro;ontstaat een kunstmatig rif;g;3;3;Veni
5106;A4;Metro;ontstaat er een kunstmatig rif;g;3;3;Veni
5111;A4;Metro;ontstaat er een kunstmatig relief;g;3;3;Veni
5201;5vwo ;Metro;is er een kunstmatig rif onstaan op oceaan bodem;g;3;3;Veni
5204;5vwo ;Metro;onstaat er een kunstmatig rif;g;3;3;Veni
5207;5vwo ;Metro;kunstmatig rif aangelegd;g;3;3;Veni
5208;5vwo ;Metro;kunstmatig rif aangelegd;g;3;3;Veni
5209;5vwo ;Metro;kunstmatig rif aangelegd;g;3;3;Veni
5503;5VWO;Metro;rif onstaan;g;3;3;Veni
5504;5VWO;Metro;is er een kunstmatig rif ontstaan;g;3;3;Veni
5520;5VWO;Metro;kunstmatig rieef;g;3;3;Veni
5601;2M;Metro;rif aangelegd;g;3;3;Veni
5608;2M;Metro;een kunstmatig rif onstaan;g;3;3;Veni
5617;2M;Metro;hebben ze daar een kunstmatig rif aangelegd;g;3;3;Veni
6008;h4a;Metro;kunstmatig rif aangelegd;g;3;3;Veni
6013;h4a;Metro;rif neemt toe;g;3;3;Veni
6015;h4a;Metro;kunstmatig rif aangelegd;g;3;3;Veni
6016;h4a;Metro;ontstaat een kunstmatig rif;g;3;3;Veni
117;1;Metro;ontstaat er meer (kunstmatig) koraal;g;4;3;Veni
416;4;Metro;kunstmatig rif;g;4;3;Veni
527;5;Metro;kunstmatig koraalrif aangelegd;g;4;3;Veni
614;6;Metro;ontstaat rif;g;4;3;Veni
704;7;Metro;geod voor kunstmatig rif;g;4;3;Veni
812;8;Metro;meer rif;g;4;3;Veni
926;9;Metro;kunstmatig rif;g;4;3;Veni
1703;17;Metro;ontstaat er een kunstmatig rif;g;4;3;Veni
1812;18;Metro;kunstmatig rif;g;4;3;Veni
1819;18;Metro;wordt er een kunstmatig rif aangelegd;g;4;3;Veni
1921;19;Metro;e is een rif ontstaan;g;4;3;Veni
1923;19;Metro;ontstaat er een kunstmatig rif;g;4;3;Veni
2015;20;Metro;ontstaat een kunstmatig rif;g;4;3;Veni
2422;MA3B ;Metro;onstaan er nieuwe koraalriffen;g;4;3;Veni
2924;V4Vf;Metro;groot rif waar eerste alleen zand was;g;4;3;Veni
3012;MA3B;Metro;kunstmatig koraal;g;4;3;Veni
3104;H4NE3;Metro;kunstmatig rif;g;4;3;Veni
3107;H4NE3;Metro;er onstaat een rif;g;4;3;Veni
4018;v4hg;Metro;onstaat kustmatig rif;g;4;3;Veni
4303;havo4;Metro;onstaat er koraalrif;g;4;3;Veni
4315;havo4;Metro;kunstmatig nieuw rif;g;4;3;Veni
4814;p2vb;Metro;komt er soort van zelfgemaakt rif;g;4;3;Veni
5110;A4;Metro;kunstmatig rif;g;4;3;Veni
5210;5vwo ;Metro;kunstmatige riffen;g;4;3;Veni
5506;5VWO;Metro;kunstmatig rif;g;4;3;Veni
1214;12;Metro;vorming onnatuurlijk rif op zeebodem;g;5;3;Veni
1506;15;Metro;een kunstmatig rif;g;5;3;Veni
1812;18;Metro;meer plankton;g;5;3;Veni
4124;h4b;Metro;maken ze nieuwe riffen mee;g;5;3;Veni
4412;2V2A;Metro;ontstond er een kunstmatig rif;g;5;3;Veni
5613;2M;Metro;kunstmatig rib wordt aangelegd;g;5;3;Veni
2402;MA3B ;Metro;kunstmatig relief;c;3;3;Veni
2602;V2B;Metro;kunstmatig klif;c;3;3;Veni
4717;V2BGS;Metro;kwam er meer koraal;c;3;3;Veni
5523;5VWO;Metro;een kunstmatige barriere ontstaan;c;3;3;Veni
5530;5VWO;Metro;meer relief in het rif;c;3;3;Veni
3009;MA3B;Metro;zorgen voor koraal;c;4;3;Veni
3010;MA3B;Metro;natuurlijke relief zee;c;4;3;Veni
1616;16;Metro;is er een kunstmatig koraal ontstaan;3;4;3;Veni
18T2F;H3C;Metro;kunstmatig rif gemaakt;g;2;3;JOL1
21T5F;H3E;Metro;Kunstmatig rif geproduceerd ;g;2;3;JOL1
27T2F ;3G;Metro;kunstmatige riffen ontstaan bij redbirds ;g;3;3;JOL1
30T3;H3D ;Metro;Kunstmatig koraalrif word gevormd ;g;3;3;JOL1
21T6F;H3C;Metro;Daar nu ook kunstmatig koraal rif ;g;4;3;JOL1
5I60;H3E ;Metro;kwam er meer koral;g;2;3;JOL2-1
8I6F;H3E;Metro;is er een onnatuurlijk rif ontstaan;g;2;3;JOL2-1
11I6F;H3E;Metro;word het rif uitgebreider ;g;2;3;JOL2-1
17I5F;H3E;Metro;kunstmatig rif ;g;2;3;JOL2-1
2I3;H3C;Metro;Rif ontstaan;g;2;3;JOL2-1
2I1;3G;Metro;Een rif;g;2;3;JOL2-1
9I3F;3A3;Metro;wordt een kunstmatig rif gevormd in atlantische ocean, Amerikaanse oost kust;g;2;3;JOL2-2
17I4F;3G2;Metro;ontstond er een kunstmatig koraalrif;g;2;3;JOL2-2
50I6F;3G2;Metro;ontstaan er koraalriffen;g;2;3;JOL2-2
18T2F;H3C;Metro;Relief werd gecreeerd koraal rif ;p;2;3;JOL1
2211;22;Metro;is er nu meer reliëf op de bodem;;3;3;Veni
17T2F;A3;Suez;te lange weg voor handel;g;1;3;JOL1
20T5F;A3;Suez;Lange afstand Jeddah-Rotterdam erg lang ;g;1;3;JOL1
9T2F;H3C;Suez;Korte vaarroute nodig ;g;1;3;JOL1
20I6F;H3D;Suez;Om van Jeddah naar r'dam was heel erg om;g;1;3;JOL2-1
23I5F;H3D;Suez;Schippers moeten een heel groot stuk omaren als ze van Jeddah naar Rotterdam wouden;g;1;3;JOL2-1
20I5F;H3E;Suez;te lange afstand ;g;1;3;JOL2-1
32I3F;H3E;Suez;De afstand tussen Eu en USA te groot is ;g;1;3;JOL2-1
8I5F;H3C;Suez;Afstand Jeddah-Rotterdam te groot ;g;1;3;JOL2-1
20I3;H3C;Suez;Afstand Atlantische en Indische oceaan te lang;g;1;3;JOL2-1
17I2F;H3D;Suez;Er was een kortere route nodig;g;2;3;JOL2-1
8I3;H3D;Suez;Kunnen de schepen in plaats van 10.000 (ong) mijl 6337 mijl varen om te handelen;g;3;3;JOL2-1
2I3;H3E;Suez;weg korter willen;g;3;3;JOL2-1
5I5F;3A3;Suez;wilde men een kortere route varen;g;2;3;JOL2-2
2207;22;Beton;liften blijven hangen;g;2;4;Veni
512;5;Beton;gaan de liften hangen;g;3;4;Veni
1009;10;Beton;treedt er betonkrimp op;g;3;4;Veni
1101;11;Beton;krimpen van het beton rond de lift;g;3;4;Veni
2613;V2B;Beton;passen liften niet meer in gebouwen;g;3;4;Veni
3108;H4NE3;Beton;wordt de liftschaft kleiner;g;3;4;Veni
3201;VG2A;Beton;de lift is te groot;g;3;4;Veni
3323;V3X;Beton;past de lift niet meer in de lifschacht;g;3;4;Veni
4404;2V2A;Beton;lift schachten worden te nauw;g;3;4;Veni
4814;p2vb;Beton;veel gebouwen blijven liften vastzitten;g;3;4;Veni
5530;5VWO;Beton;liften passen niet meer;g;3;4;Veni
104;1;Beton;liftruimte wordt krapper;g;4;4;Veni
112;1;Beton;liften hebben minder ruimte;g;4;4;Veni
126;1;Beton;kleinere liftschaften;g;4;4;Veni
203;2;Beton;gaat lift vastzitten;g;4;4;Veni
208;2;Beton;kunnen liften vast komen te hangen;g;4;4;Veni
217;2;Beton;kunnen liften vast komen te zitten;g;4;4;Veni
224;2;Beton;krimpt het gebouw;g;4;4;Veni
228;2;Beton;dgaat de lift vastzitten;g;4;4;Veni
308;3;Beton;kleinere liftschaften;g;4;4;Veni
313;3;Beton;de liftruimte is te klein;g;4;4;Veni
314;3;Beton;liften passen niet meer;g;4;4;Veni
524;5;Beton;zullen de liften niet meer werken;g;4;4;Veni
527;5;Beton;gebouwen die met betonkrimp te maken hebben, zullen de liften niet meer passen;g;4;4;Veni
528;5;Beton;liften komen snel te zitten in het gekrompen gebouw;g;4;4;Veni
607;6;Beton;liften vast te zitten;g;4;4;Veni
708;7;Beton;liften worden te groot voor de schacht;g;4;4;Veni
724;7;Beton;komen liften vaak vast;g;4;4;Veni
804;8;Beton;is er steeds minder ruimtevoor de liften;g;4;4;Veni
815;8;Beton;de liften passen niet meer door de liftschachten;g;4;4;Veni
912;9;Beton;blijft de lift hangen;g;4;4;Veni
914;9;Beton;lift kan vast komen te zitten;g;4;4;Veni
1002;10;Beton;word de ruimte van de lift te klein;g;4;4;Veni
1013;10;Beton;past de lift niet meer in de liftschacht;g;4;4;Veni
1104;11;Beton;de liftschacht krimpt ook mee4;g;4;4;Veni
1109;11;Beton;lift kan blijven hangen;g;4;4;Veni
1110;11;Beton;blijven liften vast hangen;g;4;4;Veni
1203;12;Beton;is de liftschacht te nauw;g;4;4;Veni
1207;12;Beton;liften komen vast te hangen;g;4;4;Veni
1208;12;Beton;liftschachten worden te krap;g;4;4;Veni
1214;12;Beton;liften blijven vastzitten in de liftschachten;g;4;4;Veni
1310;13;Beton;blijft de lift tussen sommige verdiepingen vastzitten;g;4;4;Veni
1405;14;Beton;wordt de liftschaft kleiner;g;4;4;Veni
1417;14;Beton;lift blijft soms hangen;g;4;4;Veni
1418;14;Beton;liften komen vast;g;4;4;Veni
1421;14;Beton;kunnen liften vast komen te zitten;g;4;4;Veni
1520;15;Beton;worden de liftschachten te klein;g;4;4;Veni
1603;16;Beton;het gebouw krimpt wel, maar de lift niet;g;4;4;Veni
1606;16;Beton;komen de liften vast te zitten;g;4;4;Veni
1610;16;Beton;komen de liften vast te zitten en moeten ze kleiner gemaakt worden;g;4;4;Veni
1701;17;Beton;komen liften vaak vast te zitten;g;4;4;Veni
1703;17;Beton;liften blijven vaker hangen;g;4;4;Veni
1706;17;Beton;liften komen na een tijdje vast te zitten;g;4;4;Veni
1713;17;Beton;liften kunnen vastlopen;g;4;4;Veni
1814;18;Beton;past de lift niet meer door de ruimte;g;4;4;Veni
1920;19;Beton;liften blijven hangen;g;4;4;Veni
1923;19;Beton;lopen de liften vast;g;4;4;Veni
2020;20;Beton;komt de lift klem te zitten tussen het beton;g;4;4;Veni
2022;20;Beton;lift loopt vast;g;4;4;Veni
2103;21;Beton;liftschachten krimpen en werken niet meer goed;g;4;4;Veni
2107;21;Beton;past de lift niet meer zoals die gebouwt is;g;4;4;Veni
2109;21;Beton;litschachten komen klem te zitten;g;4;4;Veni
2119;21;Beton;blijven liften vaak hangen;g;4;4;Veni
2202;22;Beton;liften passen niet mee in betonnen gebouwen;g;4;4;Veni
2210;22;Beton;past de lift niet meer in het gebouw;g;4;4;Veni
2302;23;Beton;liftschachten worden te klein;g;4;4;Veni
2322;23;Beton;de liftschachten zijn te klein voor de liften;g;4;4;Veni
2328;23;Beton;lift krimpt niet en wordt dus te groot;g;4;4;Veni
2401;MA3B ;Beton;liften worden te groot;g;4;4;Veni
2402;MA3B ;Beton;komt de lift vast te zitten;g;4;4;Veni
2502;H4B;Beton;kunnen de liften blijven hangen;g;4;4;Veni
2506;H4B;Beton;de metingen van de lift kloppen niet meer;g;4;4;Veni
2519;H4B;Beton;lift past er niet meer doorheen;g;4;4;Veni
2601;V2B;Beton;de liftschachten krimpen niet mee (ander materiaal);g;4;4;Veni
2605;V2B;Beton;is er minder ruimte voor liften;g;4;4;Veni
2620;V2B;Beton;liften komen vast te zitten;g;4;4;Veni
2807;A3A;Beton;gaat de lift vast zitten;g;4;4;Veni
2814;A3A;Beton;blijven liften vast hangen;g;4;4;Veni
2825;A3A;Beton;liften passen niet meer;g;4;4;Veni
2828;A3A;Beton;de liftschacht wordt te klein door betonkrimp;g;4;4;Veni
2901;V4Vf;Beton;liften blijven hangen;g;4;4;Veni
2923;V4Vf;Beton;lift loopt vast;g;4;4;Veni
3001;MA3B;Beton;de liftschacht wordt smaller en de lift kan er niet meer doorheen;g;4;4;Veni
3003;MA3B;Beton;de lift past niet meer goed in het gebouw;g;4;4;Veni
3004;MA3B;Beton;liften komen vast te zitten;g;4;4;Veni
3009;MA3B;Beton;worden de liftschaten dunner;g;4;4;Veni
3010;MA3B;Beton;kunnen liften vastlopen en deuren passen niet;g;4;4;Veni
3012;MA3B;Beton;liftruimtes worden kleiner en lift kan vast komen te zitten;g;4;4;Veni
3104;H4NE3;Beton;passen oude niet betonne toevoegingen niet meer zoals liften etc. ;g;4;4;Veni
3107;H4NE3;Beton;liftenschachten krimpen ;g;4;4;Veni
3110;H4NE3;Beton;liften komen vast te zitten en schachten zijn te lang;g;4;4;Veni
3111;H4NE3;Beton;kunnen liftschachten vervormen;g;4;4;Veni
3207;VG2A;Beton;liften gaan vaak vastzitten;g;4;4;Veni
3215;VG2A;Beton;is de lift te groot ;g;4;4;Veni
3222;VG2A;Beton;worden liftschachten kleiner;g;4;4;Veni
3315;V3X;Beton;liften blijven op een gegeven moment hangen;g;4;4;Veni
3319;V3X;Beton;is de lift te groot geworden;g;4;4;Veni
3321;V3X;Beton;liften blijven hangen;g;4;4;Veni
3703;hv3b;Beton;zijn de liften te groot voor de gebouwen;g;4;4;Veni
3718;hv3b;Beton;worden liftschachten kleiner;g;4;4;Veni
3721;hv3b;Beton;komt de lift vast te zitten tussen de muren;g;4;4;Veni
3808;A2B;Beton;passen liften niet meer in de schachten;g;4;4;Veni
3815;A2B;Beton;de lift krimpt en klopt niet meer bij de rest van het gebouw;g;4;4;Veni
3823;A2B;Beton;de luchtschacht wordt kleiner;g;4;4;Veni
4004;v4hg;Beton;krimp dus het hele gebouw waardoor liftschachten kleiner worden en de lift blijft hangen;g;4;4;Veni
4009;v4hg;Beton;lift blijft hangen;g;4;4;Veni
4020;v4hg;Beton;liftschat wordt nauwer en wordt gerepareerd;g;4;4;Veni
4024;v4hg;Beton;kunnen die liften blijven hangen;g;4;4;Veni
4105;h4b;Beton;krimpt de liftschacht en past de lift er niet meer doorheen;g;4;4;Veni
4117;h4b;Beton;en zijn de liftschaf te groot en blijven liften hangen;g;4;4;Veni
4208;A2B;Beton;liftschachten krimpen waardoor lift er niet meer doorheen kan;g;4;4;Veni
4212;A2B;Beton;blijven in gebouwen de liften hangen omdat de muren kleiner worden;g;4;4;Veni
4229;A2B;Beton;lift blijft vastzitten;g;4;4;Veni
4314;havo4;Beton;passen de liften niet ;g;4;4;Veni
4402;2V2A;Beton;lopen liften vast wegens te weinig ruimte;g;4;4;Veni
4411;2V2A;Beton;liftschachten worden smaller;g;4;4;Veni
4716;V2BGS;Beton;als het krimpt krimpen de liftgaten;g;4;4;Veni
4718;V2BGS;Beton;worden in veel gebouwen ook kamers kleiner zoals de lift;g;4;4;Veni
4808;p2vb;Beton;komt de lift klem te zitten;g;4;4;Veni
4822;p2vb;Beton;komt de lift vaker vast te zitten;g;4;4;Veni
5102;A4;Beton;liftschachten zijn te kort;g;4;4;Veni
5111;A4;Beton;liften passen niet meer goed in de ruimte;g;4;4;Veni
5204;5vwo ;Beton;de lift blijft steken;g;4;4;Veni
5208;5vwo ;Beton;liften blijven hangen;g;4;4;Veni
5503;5VWO;Beton;liftschachten te klein geworden;g;4;4;Veni
5518;5VWO;Beton;is de lift te groot voor het gebouw;g;4;4;Veni
5613;2M;Beton;worden liften (in verhouding) te groot en moet de lift verkleind worden;g;4;4;Veni
6015;h4a;Beton;liften blijven staan;g;4;4;Veni
6016;h4a;Beton;moeten de liftschachten vaak worden korter gemaakt;g;4;4;Veni
6023;h4a;Beton;liften passen niet meer in het gebouw;g;4;4;Veni
6025;h4a;Beton;liften vaker vast;g;4;4;Veni
105;1;Beton;liften blijven steken in liftschachten door betonkrimp;g;5;4;Veni
432;4;Beton;lift komt klem te zitten;g;5;4;Veni
514;5;Beton;werken de liften niet meer;g;5;4;Veni
606;6;Beton;de liftschacht wordt te klein;g;5;4;Veni
609;6;Beton;kan de lift vast komen te zitten;g;5;4;Veni
614;6;Beton;past lift niet meer;g;5;4;Veni
730;7;Beton;gaan liften hangen;g;5;4;Veni
1007;10;Beton;de lift blijft vaak vastzitten;g;5;4;Veni
1008;10;Beton;worden de liftschachten te klein en loopt de lift vast;g;5;4;Veni
1103;11;Beton;lift komt vast te zitten;g;5;4;Veni
1202;12;Beton;lift kan niet meer goed functioneren;g;5;4;Veni
1305;13;Beton;liften werken niet meer ;g;5;4;Veni
1308;13;Beton;de liften werken niet meer;g;5;4;Veni
1309;13;Beton;liften blijven vastziten;g;5;4;Veni
1318;13;Beton;en de lift blijft daardoor soms zitten;g;5;4;Veni
1516;15;Beton;de lift komt vast te zitten;g;5;4;Veni
1714;17;Beton;als de gebouwen kleiner worden hangen de liften;g;5;4;Veni
1917;19;Beton;kan de lift net meer omhoog of naar beneden;g;5;4;Veni
2015;20;Beton;blijven de liften vast hangen;g;5;4;Veni
2108;21;Beton;en komen liften vast te zitten;g;5;4;Veni
2118;21;Beton;kunnen de liften vast komen te zitten;g;5;4;Veni
2201;22;Beton;door betonkrimp blijven liften vastztten;g;5;4;Veni
2205;22;Beton;liften lopen vast;g;5;4;Veni
2412;MA3B ;Beton;passen de liften in gebouwen niet meer;g;5;4;Veni
2501;H4B;Beton;te klein voor de lift;g;5;4;Veni
2503;H4B;Beton;liftschacht te klein;g;5;4;Veni
2505;H4B;Beton;ruimte waar de lift doorheen moet krimpt ook waardoor de lift er niet meer doorheen kan;g;5;4;Veni
2512;H4B;Beton;liften blijven hangen en komen niet goed uit;g;5;4;Veni
2610;V2B;Beton;worden liftschachten smaller;g;5;4;Veni
2907;V4Vf;Beton;blijft de lift vaak hangen;g;5;4;Veni
2908;V4Vf;Beton;gaat lift vastzitten doordat ruimte tussen lift en liftschaft is gekrompen;g;5;4;Veni
2909;V4Vf;Beton;en de liftschagt wordt kleiner;g;5;4;Veni
2910;V4Vf;Beton;moeten de liften kleiner worden om nog te passen in de liftschaft;g;5;4;Veni
2924;V4Vf;Beton;liftschachten worden klijner door betonkrimp;g;5;4;Veni
3204;VG2A;Beton;en dan kloppen de liften niet meer;g;5;4;Veni
3305;V3X;Beton;zijn liften niet de goede lengte;g;5;4;Veni
3329;V3X;Beton;waardoor liften vast begonnen te zitten;g;5;4;Veni
3707;hv3b;Beton;en komt de lift vaker vast te zitten;g;5;4;Veni
3709;hv3b;Beton;waardoor de lift vast zat;g;5;4;Veni
3813;A2B;Beton;liftschachten kleiner/korter/smaller;g;5;4;Veni
3814;A2B;Beton;moet je liften kleiner maken;g;5;4;Veni
4110;h4b;Beton;kunnen liften stil komen te staan omdat de betonnen muur is veranderd;g;5;4;Veni
4215;A2B;Beton;de lifschaften krimpen;g;5;4;Veni
4219;A2B;Beton;is de lift te lang voor het gekrompen gebouw;g;5;4;Veni
4223;A2B;Beton;door het krimpen van gebouwen komen soms de liften vast te zitten;g;5;4;Veni
4304;havo4;Beton;is de liftschacht gekrompen;g;5;4;Veni
4317;havo4;Beton;liften komen vast te zitten;g;5;4;Veni
4405;2V2A;Beton;liftschachten moetn smaller, lift past niet meer;g;5;4;Veni
4409;2V2A;Beton;liften komen stil te staan;g;5;4;Veni
4410;2V2A;Beton;liften komen stil te staan;g;5;4;Veni
4719;V2BGS;Beton;komt de lift soms vast te zitten als hij niet meer door de liftschacht past;g;5;4;Veni
4806;p2vb;Beton;blijven de liften haken;g;5;4;Veni
4818;p2vb;Beton;blijft de lift op een gegeven moment hangen;g;5;4;Veni
5110;A4;Beton;liften blijven hangen;g;5;4;Veni
5201;5vwo ;Beton;liftschachten gaan niet meer passen in het gebouw;g;5;4;Veni
5207;5vwo ;Beton;lift komt vaak vast te zitten;g;5;4;Veni
5210;5vwo ;Beton;en de liftschachten;g;5;4;Veni
5608;2M;Beton;hebben liften vaak te kleine schachten;g;5;4;Veni
6006;h4a;Beton;blijven liften soms vasthangen in gebouwen;g;5;4;Veni
202;2;Beton; en dan kunnen lift-schachten krimpen;g;6;4;Veni
618;6;Beton;en liften komen vast te hangen;g;6;4;Veni
1306;13;Beton;krimpen ook liftschachten en komen de liften vast te zitten;g;6;4;Veni
1819;18;Beton;en blijven de liften hangen;g;6;4;Veni
1907;19;Beton;kleinere gebouwen zorgen ervoor dat liften en liftschachten te groot worden;g;6;4;Veni
2313;23;Beton;komen liften vast te zitten;g;6;4;Veni
5523;5VWO;Beton;en zullen de liften vast komen te zitten;g;6;4;Veni
4012;v4hg;Beton;veel liften passen op een gegeven moment niet meer;c;3;4;Veni
6008;h4a;Beton;wordt de lift te klein;c;3;4;Veni
2404;MA3B ;Beton;liftschachten moeten kleiner worden gemaakt;c;4;4;Veni
2514;H4B;Beton;worden liften kleiner;c;4;4;Veni
2907;V4Vf;Beton;zijn liftschachten te breed;c;4;4;Veni
3205;VG2A;Beton;lift onveilig;c;4;4;Veni
3714;hv3b;Beton;liften zijn niet stevig genoeg meer;c;4;4;Veni
4206;A2B;Beton;de lift krimpt niet;c;4;4;Veni
4818;p2vb;Beton;heeft de lift minder ruimte;c;4;4;Veni
5214;5vwo ;Beton;kan beton zich uitzetten in een liftschacht;c;4;4;Veni
5602;2M;Beton;liften stoppen;c;4;4;Veni
6008;h4a;Beton;kan de lift niet meer goed werken;c;4;4;Veni
6018;h4a;Beton;liftschacht kapot;c;4;4;Veni
4301;havo4;Beton;liften werken niet meer;c;5;4;Veni
4717;V2BGS;Beton;stoppen de liften door het krimpen en zullen er nog anderen problemen zijn;c;5;4;Veni
1009;10;Beton;worden de betonnen gebouwen kleiner;3;4;4;Veni
1101;11;Beton;lift heeft te weinig ruimte;3;4;4;Veni
2613;V2B;Beton;werken de liften niet meer;3;4;4;Veni
3201;VG2A;Beton;hij blijft ergens hangen;3;4;4;Veni
4018;v4hg;Beton;hierdoor gaan liften kapot;3;4;4;Veni
4404;2V2A;Beton;liften blijven vastzitten;3;4;4;Veni
1520;15;Beton;komen liften vast te zitten;3;5;4;Veni
1603;16;Beton;de lift blijft vast hangen;3;5;4;Veni
2202;22;Beton;liften blijven hangen in de gebouwen;3;5;4;Veni
2328;23;Beton;lift blijft vasthangen;3;5;4;Veni
2601;V2B;Beton;liften blijven vaak hangen;3;5;4;Veni
3315;V3X;Beton;liften kleiner, liftschachten ofzo kleiner;3;5;4;Veni
1923;19;Beton;in betonnen gebouwen is vaak liftrenovatie nodig;4;5;4;Veni
18T2F;H3C;Beton ;Liften lopen vast ;g;3;4;JOL1
30T1F;H3E ;Beton ;Liftruimte wordt ook kleiner waardoor die blijft hangen ;g;3;4;JOL1
22T2O;A3;Beton ;Lift krimpt niet hier komen ze vast ;g;4;4;JOL1
20I3;H3C;Beton ;Passen liften niet meer ;g;2;4;JOL2-1
11I6F;H3E;Beton ;Komen liften vast te zitten ;g;3;4;JOL2-1
5I15;H3C;Beton ;passen liften niet meer ;g;3;4;JOL2-1
8I6F;H3E;Beton ;hierdoor lopen de lift vast of doen het niet goed meer ;g;4;4;JOL2-1
32I3F;H3E;Beton ;Liftschachten krimpen en de lift past niet meer ;g;4;4;JOL2-1
2I3;H3C;Beton ;De liften passen dan niet meer ;g;4;4;JOL2-1
8I5F;H3C;Beton ;de lift schachten krimpen en de lift komt vast te zitten;g;4;4;JOL2-1
11I6F;H3C;Beton ;is er niet genoeg ruimte voor de liften ;g;4;4;JOL2-1
17I6F;H3C;Beton ;liftschachten krimpen ;g;4;4;JOL2-1
19I1F;3A3;Beton ;liften blijven hangen;g;3;4;JOL2-2
3I2O;3A3;Beton ;het gebouw wordt kleiner en de liften kunnen door minder ruimte daardoor vastzitten ;g;4;4;JOL2-2
11I1F;3G2;Beton ;liften blijven vastzitten;g;4;4;JOL2-2
8I3;H3D;Beton ;Worden de ruimte te groot tussen de lift en de muur waardoor ze vast lopen;g ;4;4;JOL2-1
2I3;H3E;Beton ;liften passen niet meer ;p;4;4;JOL2-1
1913;19;Metro;rode metrowagens tot zinken gebracht;g;1;4;Veni
2017;20;Metro;rode metrowagens tot zinken gebracht;g;1;4;Veni
2104;21;Metro;rode metrowagens tot zinken gebracht;g;1;4;Veni
4408;2V2A;Metro;rode metrowagens tot zinken gebracht;g;1;4;Veni
4414;2V2A;Metro;rode metrowagens tot zinken gebracht;g;1;4;Veni
104;1;Metro;kustlijn vol met plankton en fauna;g;2;4;Veni
1713;17;Metro;mee zeefauna en plankton;g;2;4;Veni
3319;V3X;Metro;400 x meer plankton;g;2;4;Veni
3808;A2B;Metro;meer zeefauna;g;2;4;Veni
117;1;Metro;wordt het onderwaterleven gestimuleerd;g;3;4;Veni
309;3;Metro;meer plakton en zeefauna;g;3;4;Veni
914;9;Metro;meer plankton;g;3;4;Veni
1119;11;Metro;meer plankton en zeefauna;g;3;4;Veni
1208;12;Metro;trekt meer plankton aan;g;3;4;Veni
1314;13;Metro;meer plankton e zeefauna op die plek;g;3;4;Veni
1603;16;Metro;komt e meer plankton in het water;g;3;4;Veni
1706;17;Metro;meer plankton en nog iets in het water;g;3;4;Veni
2009;20;Metro;is er meer alg in de zee;g;3;4;Veni
2314;23;Metro;woonplaats kleine organismen op de zeebodem;g;3;4;Veni
2506;H4B;Metro;komt er meer plankton in de zee;g;3;4;Veni
2613;V2B;Metro;meer plankton in de zee;g;3;4;Veni
3008;MA3B;Metro;plankton en algen gaan op/bij de wagons zitten;g;3;4;Veni
3104;H4NE3;Metro;nieuw zeefauna leefgebied;g;3;4;Veni
3215;VG2A;Metro;is er meer plek voor plankton;g;3;4;Veni
3217;VG2A;Metro;meer plankton en zee nogwattes;g;3;4;Veni
3305;V3X;Metro;kwam er meer plankton;g;3;4;Veni
3323;V3X;Metro;dat vergroot het aantal plankton sterk;g;3;4;Veni
3807;A2B;Metro;plankton en fauna verhoogd;g;3;4;Veni
4028;v4hg;Metro;meer plankton ;g;3;4;Veni
4110;h4b;Metro;is er meer plankton op de bodem gekomen;g;3;4;Veni
4208;A2B;Metro;onstond er meer plankton enz;g;3;4;Veni
4314;havo4;Metro;komt er meer zeefauna;g;3;4;Veni
4808;p2vb;Metro;komt er veel meer plankton;g;3;4;Veni
4813;p2vb;Metro;hebben plankton nu meer leefruimte;g;3;4;Veni
